"","unique_genes","Entrez","Ensembl","Symbols"
"24303",1.2252262142722,"24303","ENSRNOG00000029179","Cyp2d3"
"313504",1.22200517449245,"313504","ENSRNOG00000007759","Foxd2"
"361192",1.22185466077666,"361192","ENSRNOG00000047406","Cfap90"
"81734",1.22059522148252,"81734","ENSRNOG00000006235","Nell2"
"362598",1.21815010253103,"362598","ENSRNOG00000024566","Sh3d21"
"309525",1.21484728770787,"309525","ENSRNOG00000021916","Slc16a12"
"24443",1.21466553292879,"24443","ENSRNOG00000010262","Hdc"
"29627",1.21272173468497,"29627","ENSRNOG00000054204","Gria2"
"316400",1.2123151575064,"316400","ENSRNOG00000013388","Pgap1"
"501072",1.20675036293902,"501072","ENSRNOG00000067803","Acaa1b"
"689972",1.20560592863248,"689972","ENSRNOG00000009043","Piwil4"
"298559",1.20498130448627,"298559","ENSRNOG00000011794","Tcea3"
"286912",1.20333821084628,"286912","ENSRNOG00000027139","Krt20"
"294395",1.19955272210906,"294395","ENSRNOG00000027949","Rfx6"
"103691034",1.19729488413742,"103691034","ENSRNOG00000014791","Peg3"
"24258",1.19657461952112,"24258","ENSRNOG00000052549","Chga"
"497815",1.19467461639874,"497815","ENSRNOG00000004067","Nrcam"
"291770",1.19431264499732,"291770","ENSRNOG00000015867","Chst9"
"686977",1.19232559864304,"686977","ENSRNOG00000068088","Btnl4"
"286964",1.19092083677392,"286964","ENSRNOG00000002597","Hsd17b6"
"289201",1.1850867858919,"289201","ENSRNOG00000004642","Lmx1a"
"171410",1.1840630211664,"171410","ENSRNOG00000011381","Acsbg1"
"305251",1.18146992408875,"305251","ENSRNOG00000002866","Rassf6"
"29499",1.17609106886511,"29499","ENSRNOG00000006120","Shh"
"300286",1.17546092484998,"300286","ENSRNOG00000027601","Lhfpl1"
"54305",1.17101960140673,"54305","ENSRNOG00000002793","Sstr2"
"287371",1.16900626378527,"287371","ENSRNOG00000021303","Drc3"
"298006",1.16719372421242,"298006","ENSRNOG00000034290","Ccl21"
"29225",1.16152484290713,"29225","ENSRNOG00000015438","Ces1e"
"309242",1.16117738204174,"309242","ENSRNOG00000014840","Gna14"
"360707",1.16022291000875,"360707","ENSRNOG00000051418","Tmem45a2"
"306942",1.15984267047613,"306942","ENSRNOG00000016628","Scgn"
"25136",1.1507750744078,"25136","ENSRNOG00000014010","Gfra2"
"291437",1.15011034372548,"291437","ENSRNOG00000018694","Lipg"
"79225",1.1419352548411,"79225","ENSRNOG00000013850","Hes5"
"360824",1.14138833838585,"360824","ENSRNOG00000053045","Wscd2"
"500139",1.13989212203955,"500139","ENSRNOG00000012165","Itprid1"
"432360",1.13866765045069,"432360","ENSRNOG00000046905","Sgce"
"291287",1.13633638343969,"291287","ENSRNOG00000028750","Tubal3"
"293631",1.13602208549447,"293631","ENSRNOG00000020021","Brsk2"
"361606",1.13152522811756,"361606","ENSRNOG00000012584","Aamdc"
"54242",1.12962296161369,"54242","ENSRNOG00000011181","Cpa3"
"29219",1.12742447595823,"29219","ENSRNOG00000008656","Snca"
"117549",1.12565449095865,"117549","ENSRNOG00000002524","Gpr37"
"293537",1.12519926727396,"293537","ENSRNOG00000020637","Hmx3"
"312192",1.12393144231189,"312192","ENSRNOG00000039300","Ahcyl2"
"315179",1.12080520463615,"315179","ENSRNOG00000011094","Efcab6"
"100361584",1.11809488980132,"100361584","ENSRNOG00000023561","Ano2"
"360583",1.117163859925,"360583","ENSRNOG00000027891","Dhrs11"
"681190",1.11629527114128,"681190","ENSRNOG00000019176","Kcne5"
"25391",1.11493412779355,"25391","ENSRNOG00000017912","Atp2a3"
"407781",1.10903999644254,"407781","ENSRNOG00000039396","Btnl3"
"299830",1.10841172699062,"299830","ENSRNOG00000007654","Lrig3"
"65204",1.10543415708027,"65204","ENSRNOG00000027736","Cnn1"
"24379",1.10542297053126,"24379","ENSRNOG00000000007","Gad1"
"361267",1.10089577370753,"361267","ENSRNOG00000021735","Akr1c15"
"292794",1.09545803379643,"292794","ENSRNOG00000021021","Ffar2"
"362474",1.09440677878455,"362474","ENSRNOG00000007069","Adhfe1"
"25314",1.09356427423344,"25314","ENSRNOG00000008676","Emp1"
"315957",1.09202911942866,"315957","ENSRNOG00000015370","Slc35g2"
"24594",1.08732855750258,"24594","ENSRNOG00000068069","Klk1b3"
"140594",1.08065670454807,"140594","ENSRNOG00000003526","Sytl4"
"295462",1.07857048960346,"295462","ENSRNOG00000009433","Mcub"
"24567",1.07606896141366,"24567","ENSRNOG00000025764","Mt1"
"500820",1.07249235905489,"500820","ENSRNOG00000006367","Slc5a8"
"64444",1.06675279828304,"64444","ENSRNOG00000012556","Isl1"
"65035",1.06486843365162,"65035","ENSRNOG00000003260","Nr1i3"
"246271",1.06451068123045,"246271","ENSRNOG00000017856","Fev"
"311558",1.06326587500264,"311558","ENSRNOG00000013371","Bpifb6"
"84556",1.0620186871475,"84556","ENSRNOG00000011000","Rims1"
"29735",1.0605740245787,"29735","ENSRNOG00000007839","Slc16a7"
"304353",1.05884234497206,"304353","ENSRNOG00000069743","Nxpe5l1"
"29713",1.05713995144616,"29713","ENSRNOG00000033796","Kcnj5"
"100158232",1.05681411362317,"100158232","ENSRNOG00000006726","Zfp9"
